"","DATE","SP_index","GDP_per_capita","unemployment_rate","weekly_median_income","GDP"
"493","1898-01-01",185.71,NA,NA,NA,NA
"494","1897-10-01",191.82,NA,NA,NA,NA
"495","1897-07-01",177.05,NA,NA,NA,NA
"496","1897-04-01",168.63,NA,NA,NA,NA
"497","1897-01-01",164.99,NA,NA,NA,NA
"498","1896-10-01",166.27,NA,NA,NA,NA
"499","1896-07-01",179.12,NA,NA,NA,NA
"500","1896-04-01",173.59,NA,NA,NA,NA
"501","1896-01-01",166.4,NA,NA,NA,NA
"502","1895-10-01",183.22,NA,NA,NA,NA
"503","1895-07-01",173.84,NA,NA,NA,NA
"504","1895-04-01",166.06,NA,NA,NA,NA
"505","1895-01-01",170.42,NA,NA,NA,NA
"506","1894-10-01",170.3,NA,NA,NA,NA
"507","1894-07-01",172.01,NA,NA,NA,NA
"508","1894-04-01",178.74,NA,NA,NA,NA
"509","1894-01-01",163.11,NA,NA,NA,NA
"510","1893-10-01",157.39,NA,NA,NA,NA
"511","1893-07-01",161.78,NA,NA,NA,NA
"512","1893-04-01",177.26,NA,NA,NA,NA
"513","1893-01-01",188.53,NA,NA,NA,NA
"514","1892-10-01",194.67,NA,NA,NA,NA
"515","1892-07-01",204.91,NA,NA,NA,NA
"516","1892-04-01",203.5,NA,NA,NA,NA
"517","1892-01-01",187.33,NA,NA,NA,NA
"518","1891-10-01",182.37,NA,NA,NA,NA
"519","1891-07-01",161.91,NA,NA,NA,NA
"520","1891-04-01",156.75,NA,NA,NA,NA
"521","1891-01-01",151.62,NA,NA,NA,NA
"522","1890-10-01",171.23,NA,NA,NA,NA
"523","1890-07-01",188.45,NA,NA,NA,NA
"524","1890-04-01",180.66,NA,NA,NA,NA
"525","1890-01-01",177.6,NA,NA,NA,NA
"526","1889-10-01",185.75,NA,NA,NA,NA
"527","1889-07-01",185.11,NA,NA,NA,NA
"528","1889-04-01",173.26,NA,NA,NA,NA
"529","1889-01-01",161.64,NA,NA,NA,NA
"530","1888-10-01",173.16,NA,NA,NA,NA
"531","1888-07-01",163.27,NA,NA,NA,NA
"532","1888-04-01",159.75,NA,NA,NA,NA
"533","1888-01-01",165.73,NA,NA,NA,NA
"534","1887-10-01",177.33,NA,NA,NA,NA
"535","1887-07-01",186.74,NA,NA,NA,NA
"536","1887-04-01",182.5,NA,NA,NA,NA
"537","1887-01-01",188.28,NA,NA,NA,NA
"538","1886-10-01",186.09,NA,NA,NA,NA
"539","1886-07-01",181.79,NA,NA,NA,NA
"540","1886-04-01",171.07,NA,NA,NA,NA
"541","1886-01-01",165.53,NA,NA,NA,NA
"542","1885-10-01",153.27,NA,NA,NA,NA
"543","1885-07-01",141.73,NA,NA,NA,NA
"544","1885-04-01",139.43,NA,NA,NA,NA
"545","1885-01-01",136.48,NA,NA,NA,NA
"546","1884-10-01",138.01,NA,NA,NA,NA
"547","1884-07-01",131.22,NA,NA,NA,NA
"548","1884-04-01",149.52,NA,NA,NA,NA
"549","1884-01-01",150.65,NA,NA,NA,NA
"550","1883-10-01",156.01,NA,NA,NA,NA
"551","1883-07-01",159.35,NA,NA,NA,NA
"552","1883-04-01",149.87,NA,NA,NA,NA
"553","1883-01-01",152.22,NA,NA,NA,NA
"554","1882-10-01",158.06,NA,NA,NA,NA
"555","1882-07-01",140.06,NA,NA,NA,NA
"556","1882-04-01",146.4,NA,NA,NA,NA
"557","1882-01-01",153.73,NA,NA,NA,NA
"558","1881-10-01",159.86,NA,NA,NA,NA
"559","1881-07-01",180.16,NA,NA,NA,NA
"560","1881-04-01",170.85,NA,NA,NA,NA
"561","1881-01-01",159.9,NA,NA,NA,NA
"562","1880-10-01",144.72,NA,NA,NA,NA
"563","1880-07-01",135.13,NA,NA,NA,NA
"564","1880-04-01",136.77,NA,NA,NA,NA
"565","1880-01-01",132.07,NA,NA,NA,NA
"566","1879-10-01",129.73,NA,NA,NA,NA
"567","1879-07-01",127.46,NA,NA,NA,NA
"568","1879-04-01",114.78,NA,NA,NA,NA
"569","1879-01-01",109.82,NA,NA,NA,NA
"570","1878-10-01",107.08,NA,NA,NA,NA
"571","1878-07-01",106.08,NA,NA,NA,NA
"572","1878-04-01",94.37,NA,NA,NA,NA
"573","1878-01-01",88.99,NA,NA,NA,NA
"574","1877-10-01",86.97,NA,NA,NA,NA
"575","1877-07-01",70.45,NA,NA,NA,NA
"576","1877-04-01",81.08,NA,NA,NA,NA
"577","1877-01-01",86.72,NA,NA,NA,NA
"578","1876-10-01",93.47,NA,NA,NA,NA
"579","1876-07-01",107.1,NA,NA,NA,NA
"580","1876-04-01",108.24,NA,NA,NA,NA
"581","1876-01-01",104.01,NA,NA,NA,NA
"582","1875-10-01",102.24,NA,NA,NA,NA
"583","1875-07-01",102.47,NA,NA,NA,NA
"584","1875-04-01",103.84,NA,NA,NA,NA
"585","1875-01-01",102.71,NA,NA,NA,NA
"586","1874-10-01",100.18,NA,NA,NA,NA
"587","1874-07-01",98.42,NA,NA,NA,NA
"588","1874-04-01",99.57,NA,NA,NA,NA
"589","1874-01-01",94.49,NA,NA,NA,NA
"590","1873-10-01",95.16,NA,NA,NA,NA
"591","1873-07-01",103.24,NA,NA,NA,NA
"592","1873-04-01",100.57,NA,NA,NA,NA
"593","1873-01-01",102.02,NA,NA,NA,NA
"594","1872-10-01",98.92,NA,NA,NA,NA
"595","1872-07-01",102.52,NA,NA,NA,NA
"596","1872-04-01",102.21,NA,NA,NA,NA
"597","1872-01-01",97.57,NA,NA,NA,NA
"598","1871-10-01",103.47,NA,NA,NA,NA
"599","1871-07-01",103.9,NA,NA,NA,NA
"600","1871-04-01",92.12,NA,NA,NA,NA
